id,good,bad
807,10,10
808,8,8
809,5,5
810,0,0
811,0,0
812,3,3
813,4,4
814,24,24
815,39,39
816,0,0
817,0,0
818,0,0
819,4,4
820,6,6
821,5,5
822,0,0
823,10,10
824,28,28
825,2,2
826,7,7
827,12,12
828,16,16
829,5,5
830,6,6
831,6,6
832,5,5
833,0,0
834,0,0
835,3,3
836,20,20
837,23,23
838,14,14
839,18,18
840,4,4
841,29,29
842,5,5
843,27,27
844,0,0
845,0,0
846,8,8
847,7,7
848,7,7
849,0,0
850,31,31
851,4,4
852,0,0
853,3,3
854,1,1
855,7,7
856,0,0
857,8,8
858,4,4
859,0,0
860,3,3
861,7,7
862,11,11
863,5,5
864,21,21
865,12,12
866,0,0
867,8,8
868,0,0
869,11,11
870,3,3
871,6,6
872,14,14
873,15,15
874,17,17
875,24,24
876,3,3
877,0,0
878,22,22
879,37,37
880,0,0
881,0,0
882,0,0
883,9,9
884,33,33
885,6,6
886,11,11
887,1,1
888,8,8
889,7,7
890,8,8
891,3,3
892,13,13
893,0,0
894,10,10
895,0,0
896,12,12
897,15,15
898,0,0
899,2,2
900,0,0
901,4,4
902,12,12
903,8,8
904,15,15
905,0,0
906,9,9
907,3,3
908,6,6
909,9,9
910,0,0
911,2,2
912,32,32
913,10,10
914,7,7
915,8,8
916,21,21
917,4,4
918,11,11
919,0,0
920,15,15
921,10,10
922,34,34
923,4,4
924,1,1
925,12,12
926,9,9
927,6,6
928,5,5
929,2,2
930,0,0
931,0,0
932,19,19
933,27,27
934,15,15
935,0,0
936,4,4
937,0,0
938,0,0
939,0,0
940,3,3
941,7,7
942,16,16
943,0,0
944,8,8
945,0,0
946,7,7
947,10,10
948,9,9
949,18,18
950,15,15
951,4,4
952,10,10
953,15,15
954,24,24
955,9,9
956,14,14
957,10,10
958,0,0
959,9,9
960,0,0
961,4,4
962,11,11
963,7,7
964,0,0
965,11,11
966,11,11
967,7,7
968,12,12
969,13,13
970,0,0
971,15,15
972,1,1
973,7,7
974,10,10
975,3,3
976,9,9
977,0,0
978,0,0
979,0,0
980,0,0
981,6,6
982,10,10
983,11,11
984,14,14
985,22,22
986,15,15
987,31,31
988,0,0
989,0,0
990,16,16
991,0,0
992,6,6
993,4,4
994,7,7
995,8,8
996,0,0
997,1,1
998,3,3
999,4,4
1000,0,0
1001,0,0
1002,9,9
1003,9,9
1004,7,7
1005,7,7
1006,11,11
1007,18,18
1008,0,0
1009,2,2
1010,14,14
1011,0,0
1012,1,1
1013,6,6
1014,0,0
1015,0,0
1016,26,26
1017,14,14
1018,2,2
1019,3,3
1020,1,1
1021,7,7
1022,8,8
1023,12,12
1024,0,0
1025,12,12
1026,0,0
1027,0,0
1028,20,20
1029,2,2
1030,6,6
1031,0,0
1032,0,0
1033,0,0
1034,0,0
1035,0,0
1036,18,18
1037,9,9
1038,8,8
1039,5,5
1040,18,18
1041,12,12
1042,8,8
1043,8,8
1044,8,8
1045,0,0
1046,10,10
1047,4,4
1048,19,19
1049,6,6
1050,0,0
1051,11,11
1052,2,2
1053,2,2
1054,5,5
1055,0,0
1056,7,7
1057,5,5
1058,14,14
1059,1,1
1060,11,11
1061,0,0
1062,9,9
1063,2,2
1064,5,5
1065,8,8
1066,0,0
1067,1,1
1068,0,0
1069,2,2
1070,0,0
1071,0,0
1072,4,4
1073,0,0
1074,2,2
1075,1,1
1076,5,5
1077,0,0
1078,3,3
1079,2,2
1080,0,0
1081,2,2
1082,5,5
1083,2,2
1084,2,2
1085,0,0
1086,3,3
1087,1,1
1088,8,8
1089,8,8
1090,1,1
1091,31,31
1092,0,0
1093,1,1
1094,0,0
1095,4,4
1096,5,5
1097,16,16
1098,3,3
1099,7,7
1100,7,7
1101,5,5
1102,0,0
1103,13,13
1104,0,0
1105,3,3
1106,0,0
1107,0,0
1108,0,0
1109,13,13
1110,0,0
1111,4,4
1112,10,10
1113,0,0
1114,36,36
1115,4,4
1116,21,21
1117,2,2
1118,0,0
1119,0,0
1120,11,11
1121,3,3
1122,0,0
1123,3,3
1124,0,0
1125,4,4
1126,14,14
1127,3,3
1128,3,3
1129,4,4
1130,2,2
1131,5,5
1132,0,0
1133,0,0
1134,1,1
1135,8,8
1136,0,0
1137,1,1
1138,10,10
1139,15,15
1140,0,0
1141,8,8
1142,6,6
1143,4,4
1144,3,3
1145,8,8
1146,14,14
1147,9,9
1148,7,7
1149,0,0
1150,8,8
1151,7,7
1152,0,0
1153,0,0
1154,15,15
1155,13,13
1156,15,15
1157,15,15
1158,2,2
1159,3,3
1160,2,2
1161,2,2
1162,5,5
1163,5,5
1164,8,8
1165,19,19
1166,6,6
1167,7,7
1168,2,2
1169,6,6
1170,0,0
1171,5,5
1172,0,0
1173,9,9
1174,9,9
1175,0,0
1176,10,10
1177,5,5
1178,2,2
1179,6,6
1180,0,0
1181,7,7
1182,8,8
1183,0,0
1184,5,5
1185,4,4
1186,0,0
1187,2,2
1188,6,6
1189,2,2
1190,8,8
1191,7,7
1192,1,1
1193,3,3
1194,0,0
1195,5,5
1196,6,6
1197,9,9
1198,3,3
1199,1,1
1200,6,6
1201,0,0
1202,2,2
1203,11,11
1204,11,11
1205,4,4
1206,0,0
1207,6,6
1208,5,5
1209,0,0
1210,11,11
1211,11,11
1212,7,7
1213,3,3
1214,5,5
1215,4,4
1216,3,3
1217,17,17
1218,0,0
1219,9,9
1220,15,15
1221,1,1
1222,0,0
1223,13,13
1224,2,2
1225,4,4
1226,9,9
1227,0,0
1228,0,0
1229,11,11
1230,17,17
1231,9,9
1232,32,32
1233,5,5
1234,0,0
1235,34,34
1236,1,1
1237,0,0
1238,18,18
1239,38,38
1240,8,8
1241,16,16
1242,20,20
1243,11,11
1244,3,3
1245,8,8
1246,6,6
1247,13,13
1248,0,0
1249,17,17
1250,0,0
1251,6,6
1252,14,14
1253,16,16
1254,0,0
1255,1,1
1256,7,7
1257,18,18
1258,2,2
1259,0,0
1260,17,17
1261,8,8
1262,20,20
1263,11,11
1264,14,14
1265,3,3
1266,7,7
1267,34,34
1268,0,0
1269,7,7
1270,8,8
1271,11,11
1272,11,11
1273,13,13
1274,6,6
1275,14,14
1276,28,28
1277,0,0
1278,0,0
1279,3,3
1280,0,0
1281,16,16
1282,11,11
1283,22,22
1284,12,12
1285,2,2
1286,3,3
1287,0,0
1288,0,0
1289,7,7
1290,7,7
1291,6,6
1292,2,2
1293,0,0
1294,0,0
1295,10,10
1296,0,0
1297,4,4
1298,7,7
1299,3,3
1300,17,17
1301,12,12
1302,3,3
1303,0,0
1304,4,4
1305,0,0
1306,10,10
1307,2,2
1308,8,8
1309,6,6
1310,8,8
1311,6,6
1312,1,1
1313,4,4
1314,4,4
1315,2,2
1316,6,6
1317,3,3
1318,11,11
1319,5,5
1320,8,8
1321,0,0
1322,4,4
1323,8,8
1324,14,14
1325,10,10
1326,11,11
1327,5,5
1328,1,1
1329,2,2
1330,13,13
1331,0,0
1332,5,5
1333,4,4
1334,8,8
1335,19,19
1336,2,2
1337,6,6
1338,0,0
1339,14,14
1340,14,14
1341,0,0
1342,3,3
1343,15,15
1344,5,5
1345,0,0
1346,4,4
1347,6,6
1348,14,14
1349,0,0
1350,10,10
1351,7,7
1352,7,7
1353,9,9
1354,6,6
1355,16,16
1356,0,0
1357,6,6
1358,15,15
1359,22,22
1360,17,17
1361,22,22
1362,0,0
1363,0,0
1364,6,6
1365,4,4
1366,4,4
1367,0,0
1368,0,0
1369,0,0
1370,14,14
1371,2,2
1372,0,0
1373,3,3
1374,21,21
1375,17,17
1376,14,14
1377,15,15
1378,3,3
1379,24,24
1380,7,7
1381,11,11
1382,15,15
1383,34,34
1384,0,0
1385,6,6
1386,3,3
1387,4,4
1388,0,0
1389,0,0
1390,9,9
1391,21,21
1392,0,0
1393,14,14
1394,10,10
1395,4,4
1396,5,5
1397,15,15
1398,3,3
1399,3,3
1400,0,0
1401,0,0
1402,25,25
1403,4,4
1404,20,20
1405,24,24
1406,6,6
1407,0,0
1408,13,13
1409,0,0
1410,26,26
1411,6,6
1412,14,14
1413,7,7
1414,5,5
1415,0,0
1416,0,0
1417,6,6
1418,10,10
1419,32,32
1420,2,2
1421,10,10
1422,6,6
1423,8,8
1424,2,2
1425,0,0
1426,1,1
1427,5,5
1428,0,0
1429,60,60
1430,11,11
1431,0,0
1432,11,11
1433,9,9
1434,16,16
1435,5,5
1436,14,14
1437,11,11
1438,31,31
1439,0,0
1440,7,7
1441,8,8
1442,0,0
1443,6,6
1444,0,0
1445,0,0
1446,3,3
1447,0,0
1448,19,19
1449,0,0
1450,13,13
1451,33,33
1452,28,28
1453,4,4
1454,1,1
1455,0,0
1456,4,4
1457,0,0
1458,6,6
1459,4,4
1460,3,3
1461,2,2
1462,4,4
1463,22,22
1464,26,26
1465,6,6
1466,6,6
1467,1,1
1468,21,21
1469,10,10
1470,27,27
1471,6,6
1472,20,20
1473,10,10
1474,32,32
1475,0,0
1476,19,19
1477,5,5
1478,30,30
1479,1,1
1480,9,9
1481,0,0
1482,16,16
1483,2,2
1484,20,20
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,11,11
1490,4,4
1491,18,18
1492,11,11
1493,3,3
1494,41,41
1495,10,10
1496,29,29
1497,0,0
1498,15,15
1499,4,4
1500,20,20
1501,7,7
1502,16,16
1503,0,0
1504,6,6
1505,0,0
1506,3,3
1507,12,12
1508,7,7
1509,2,2
1510,3,3
1511,7,7
1512,5,5
1513,12,12
1514,6,6
1515,0,0
1516,0,0
1517,1,1
1518,19,19
1519,5,5
1520,0,0
1521,12,12
1522,14,14
1523,11,11
1524,20,20
1525,10,10
1526,4,4
1527,0,0
1528,11,11
1529,0,0
1530,8,8
1531,8,8
1532,3,3
1533,9,9
1534,4,4
1535,33,33
1536,7,7
1537,0,0
1538,4,4
1539,7,7
1540,3,3
1541,55,55
1542,4,4
1543,0,0
1544,7,7
1545,5,5
1546,13,13
1547,15,15
1548,4,4
1549,1,1
1550,10,10
1551,8,8
1552,1,1
1553,16,16
1554,0,0
1555,26,26
1556,17,17
1557,9,9
1558,2,2
1559,0,0
1560,3,3
1561,2,2
1562,7,7
1563,6,6
1564,3,3
1565,2,2
1566,9,9
1567,9,9
1568,3,3
1569,0,0
1570,12,12
1571,10,10
1572,0,0
1573,10,10
1574,5,5
1575,3,3
1576,7,7
1577,4,4
1578,13,13
1579,4,4
1580,7,7
1581,0,0
1582,0,0
1583,8,8
1584,0,0
1585,0,0
1586,19,19
1587,12,12
1588,7,7
1589,14,14
1590,0,0
1591,44,44
1592,0,0
1593,4,4
1594,0,0
1595,0,0
1596,4,4
1597,2,2
1598,5,5
1599,14,14
1600,0,0
1601,6,6
1602,0,0
1603,11,11
1604,0,0
1605,0,0
1606,11,11
1607,0,0
1608,5,5
1609,1,1
1610,6,6
1611,4,4
1612,6,6
1613,6,6
1614,1,1
1615,12,12
1616,32,32
1617,0,0
1618,0,0
1619,4,4
1620,5,5
1621,5,5
1622,3,3
1623,0,0
1624,7,7
1625,0,0
1626,4,4
1627,17,17
1628,3,3
1629,0,0
1630,13,13
1631,0,0
1632,7,7
1633,4,4
1634,2,2
1635,11,11
1636,0,0
1637,2,2
1638,67,67
1639,0,0
1640,3,3
1641,23,23
1642,16,16
1643,7,7
1644,9,9
1645,8,8
1646,0,0
1647,1,1
1648,7,7
1649,5,5
1650,0,0
1651,3,3
1652,5,5
1653,16,16
1654,0,0
1655,0,0
1656,0,0
1657,13,13
1658,2,2
1659,2,2
1660,0,0
1661,0,0
1662,9,9
1663,14,14
1664,2,2
1665,0,0
1666,2,2
1667,1,1
1668,7,7
1669,8,8
1670,0,0
1671,5,5
1672,0,0
1673,8,8
1674,7,7
1675,3,3
1676,0,0
1677,3,3
1678,0,0
1679,10,10
1680,7,7
1681,3,3
1682,17,17
1683,3,3
1684,7,7
1685,12,12
1686,10,10
1687,0,0
1688,6,6
1689,22,22
1690,7,7
1691,11,11
1692,5,5
1693,0,0
1694,9,9
1695,27,27
1696,8,8
1697,4,4
1698,0,0
1699,12,12
1700,0,0
1701,4,4
1702,0,0
1703,8,8
1704,15,15
1705,0,0
1706,0,0
1707,0,0
1708,7,7
1709,0,0
1710,0,0
1711,1,1
1712,0,0
1713,11,11
1714,8,8
1715,4,4
1716,0,0
1717,17,17
1718,14,14
1719,6,6
1720,10,10
1721,8,8
1722,8,8
1723,13,13
1724,15,15
1725,18,18
1726,5,5
1727,11,11
1728,0,0
1729,0,0
1730,10,10
1731,2,2
1732,2,2
1733,0,0
1734,12,12
1735,3,3
1736,26,26
1737,15,15
1738,1,1
1739,12,12
1740,15,15
1741,7,7
1742,9,9
1743,3,3
1744,8,8
1745,13,13
1746,23,23
1747,6,6
1748,0,0
1749,0,0
1750,0,0
1751,0,0
1752,3,3
1753,5,5
1754,27,27
1755,33,33
1756,10,10
1757,0,0
1758,20,20
1759,9,9
1760,6,6
1761,0,0
1762,5,5
1763,8,8
1764,7,7
1765,7,7
1766,12,12
1767,4,4
1768,0,0
1769,1,1
1770,0,0
1771,3,3
1772,10,10
1773,4,4
1774,8,8
1775,11,11
1776,11,11
1777,3,3
1778,12,12
1779,6,6
1780,0,0
1781,4,4
1782,14,14
1783,11,11
1784,9,9
1785,11,11
1786,1,1
1787,33,33
1788,21,21
1789,3,3
1790,0,0
1791,4,4
1792,15,15
1793,23,23
1794,5,5
1795,7,7
1796,13,13
1797,7,7
1798,7,7
1799,0,0
1800,0,0
1801,5,5
1802,2,2
1803,0,0
1804,4,4
1805,1,1
1806,15,15
1807,7,7
1808,7,7
1809,7,7
1810,12,12
1811,1,1
1812,7,7
1813,0,0
1814,3,3
1815,0,0
1816,2,2
1817,11,11
1818,3,3
1819,5,5
1820,6,6
1821,5,5
1822,6,6
1823,3,3
1824,2,2
1825,4,4
1826,8,8
1827,2,2
1828,8,8
1829,12,12
1830,5,5
1831,7,7
1832,22,22
1833,16,16
1834,6,6
1835,0,0
1836,0,0
1837,5,5
1838,0,0
1839,7,7
1840,0,0
1841,7,7
1842,7,7
1843,0,0
1844,6,6
1845,0,0
1846,14,14
1847,0,0
1848,16,16
1849,0,0
1850,8,8
1851,9,9
1852,8,8
1853,0,0
1854,14,14
1855,13,13
1856,12,12
1857,0,0
1858,8,8
1859,16,16
1860,6,6
1861,8,8
1862,1,1
1863,9,9
1864,4,4
1865,40,40
1866,4,4
1867,27,27
1868,0,0
1869,2,2
1870,2,2
1871,12,12
1872,8,8
1873,14,14
1874,9,9
1875,8,8
1876,9,9
1877,0,0
1878,20,20
1879,10,10
1880,19,19
1881,20,20
1882,0,0
1883,0,0
1884,7,7
1885,3,3
1886,0,0
1887,1,1
1888,10,10
1889,18,18
1890,5,5
1891,0,0
1892,0,0
1893,0,0
1894,4,4
1895,8,8
1896,4,4
1897,8,8
1898,20,20
1899,21,21
1900,10,10
1901,12,12
1902,4,4
1903,4,4
1904,21,21
1905,7,7
1906,9,9
1907,25,25
1908,0,0
1909,6,6
1910,9,9
1911,0,0
1912,9,9
1913,8,8
1914,9,9
1915,21,21
1916,16,16
1917,0,0
1918,2,2
1919,8,8
1920,29,29
1921,6,6
1922,7,7
1923,6,6
1924,31,31
1925,8,8
1926,6,6
1927,3,3
1928,19,19
1929,5,5
1930,3,3
1931,12,12
1932,22,22
1933,21,21
1934,8,8
1935,6,6
1936,9,9
1937,23,23
1938,6,6
1939,3,3
1940,9,9
1941,0,0
1942,4,4
1943,7,7
1944,14,14
1945,0,0
1946,21,21
1947,12,12
1948,7,7
1949,2,2
1950,16,16
1951,2,2
1952,12,12
1953,26,26
1954,0,0
1955,13,13
1956,13,13
1957,5,5
1958,3,3
1959,9,9
1960,3,3
1961,6,6
1962,14,14
1963,5,5
1964,12,12
1965,5,5
1966,15,15
1967,9,9
1968,25,25
1969,7,7
1970,1,1
1971,0,0
1972,16,16
1973,5,5
1974,3,3
1975,8,8
1976,0,0
1977,14,14
1978,3,3
1979,5,5
1980,1,1
1981,4,4
1982,0,0
1983,20,20
1984,0,0
1985,14,14
1986,5,5
1987,8,8
1988,0,0
1989,13,13
1990,17,17
1991,6,6
1992,1,1
1993,0,0
1994,5,5
1995,9,9
1996,7,7
1997,5,5
1998,11,11
1999,9,9
2000,21,21
2001,10,10
2002,7,7
2003,4,4
2004,51,51
2005,5,5
2006,27,27
2007,5,5
2008,5,5
2009,5,5
2010,9,9
2011,2,2
2012,9,9
2013,10,10
2014,27,27
2015,7,7
2016,4,4
2017,1,1
2018,5,5
2019,6,6
2020,5,5
2021,11,11
2022,10,10
2023,9,9
2024,5,5
2025,5,5
2026,16,16
2027,4,4
2028,2,2
2029,4,4
2030,5,5
2031,4,4
2032,5,5
2033,5,5
2034,6,6
2035,9,9
2036,9,9
2037,4,4
2038,5,5
2039,0,0
2040,34,34
2041,5,5
2042,6,6
2043,0,0
2044,6,6
2045,14,14
2046,3,3
2047,5,5
2048,12,12
2049,8,8
2050,0,0
2051,8,8
2052,5,5
2053,15,15
2054,5,5
2055,5,5
2056,3,3
2057,1,1
2058,10,10
2059,12,12
2060,14,14
2061,0,0
2062,5,5
2063,34,34
2064,5,5
2065,5,5
2066,6,6
2067,0,0
2068,9,9
2069,5,5
2070,6,6
2071,12,12
2072,6,6
2073,11,11
2074,5,5
2075,5,5
2076,4,4
2077,2,2
2078,5,5
2079,2,2
2080,12,12
2081,6,6
2082,0,0
2083,6,6
2084,5,5
2085,11,11
2086,6,6
2087,5,5
2088,6,6
2089,21,21
2090,12,12
2091,5,5
2092,9,9
2093,17,17
2094,9,9
2095,13,13
2096,5,5
2097,15,15
2098,7,7
2099,7,7
2100,9,9
2101,8,8
2102,2,2
2103,4,4
2104,0,0
2105,5,5
2106,7,7
2107,11,11
2108,18,18
2109,0,0
2110,8,8
2111,23,23
2112,6,6
2113,14,14
2114,7,7
2115,8,8
2116,6,6
2117,13,13
2118,0,0
2119,5,5
2120,5,5
2121,11,11
2122,10,10
2123,12,12
2124,0,0
2125,11,11
2126,7,7
2127,5,5
2128,18,18
2129,5,5
2130,7,7
2131,8,8
2132,4,4
2133,5,5
2134,4,4
2135,4,4
2136,21,21
2137,9,9
2138,5,5
2139,7,7
