id,good,bad
782,19,19
783,0,0
784,0,0
785,35,35
786,9,9
787,22,22
788,0,0
789,21,21
790,25,25
791,45,45
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,41,41
798,0,0
799,27,27
800,39,39
801,22,22
802,27,27
803,0,0
804,0,0
805,0,0
806,0,0
807,11,11
808,10,10
809,16,16
810,21,21
811,3,3
812,0,0
813,1,1
814,63,63
815,143,143
816,0,0
817,0,0
818,0,0
819,9,9
820,15,15
821,0,0
822,0,0
823,0,0
824,35,35
825,0,0
826,4,4
827,0,0
828,44,44
829,13,13
830,0,0
831,9,9
832,2,2
833,48,48
834,0,0
835,0,0
836,29,29
837,7,7
838,4,4
839,38,38
840,0,0
841,78,78
842,0,0
843,46,46
844,0,0
845,0,0
846,44,44
847,3,3
848,8,8
849,43,43
850,52,52
851,8,8
852,0,0
853,0,0
854,0,0
855,8,8
856,0,0
857,44,44
858,10,10
859,0,0
860,0,0
861,2,2
862,0,0
863,7,7
864,20,20
865,7,7
866,0,0
867,0,0
868,0,0
869,9,9
870,0,0
871,14,14
872,33,33
873,0,0
874,30,30
875,40,40
876,9,9
877,23,23
878,27,27
879,63,63
880,0,0
881,4,4
882,0,0
883,0,0
884,39,39
885,0,0
886,0,0
887,0,0
888,20,20
889,0,0
890,27,27
891,0,0
892,21,21
893,0,0
894,5,5
895,17,17
896,7,7
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,3,3
903,17,17
904,0,0
905,0,0
906,0,0
907,0,0
908,9,9
909,0,0
910,0,0
911,0,0
912,73,73
913,11,11
914,13,13
915,16,16
916,23,23
917,3,3
918,15,15
919,0,0
920,29,29
921,31,31
922,122,122
923,29,29
924,0,0
925,17,17
926,12,12
927,4,4
928,24,24
929,7,7
930,0,0
931,0,0
932,6,6
933,35,35
934,55,55
935,6,6
936,0,0
937,0,0
938,20,20
939,0,0
940,55,55
941,0,0
942,48,48
943,0,0
944,8,8
945,0,0
946,32,32
947,0,0
948,0,0
949,16,16
950,27,27
951,0,0
952,18,18
953,28,28
954,41,41
955,23,23
956,28,28
957,15,15
958,0,0
959,13,13
960,0,0
961,2,2
962,11,11
963,8,8
964,0,0
965,4,4
966,18,18
967,15,15
968,14,14
969,36,36
970,22,22
971,38,38
972,0,0
973,7,7
974,5,5
975,0,0
976,14,14
977,0,0
978,0,0
979,0,0
980,0,0
981,11,11
982,22,22
983,13,13
984,27,27
985,72,72
986,0,0
987,51,51
988,0,0
989,0,0
990,81,81
991,0,0
992,8,8
993,3,3
994,0,0
995,21,21
996,0,0
997,0,0
998,0,0
999,3,3
1000,0,0
1001,5,5
1002,10,10
1003,13,13
1004,7,7
1005,5,5
1006,14,14
1007,7,7
1008,0,0
1009,0,0
1010,3,3
1011,0,0
1012,0,0
1013,0,0
1014,0,0
1015,0,0
1016,46,46
1017,31,31
1018,0,0
1019,0,0
1020,0,0
1021,13,13
1022,9,9
1023,20,20
1024,0,0
1025,0,0
1026,0,0
1027,23,23
1028,35,35
1029,0,0
1030,0,0
1031,0,0
1032,0,0
1033,0,0
1034,0,0
1035,0,0
1036,21,21
1037,8,8
1038,5,5
1039,12,12
1040,29,29
1041,0,0
1042,0,0
1043,27,27
1044,5,5
1045,0,0
1046,17,17
1047,8,8
1048,23,23
1049,6,6
1050,0,0
1051,11,11
1052,5,5
1053,0,0
1054,18,18
1055,0,0
1056,0,0
1057,0,0
1058,16,16
1059,0,0
1060,31,31
1061,0,0
1062,42,42
1063,0,0
1064,11,11
1065,0,0
1066,0,0
1067,0,0
1068,3,3
1069,0,0
1070,0,0
1071,0,0
1072,0,0
1073,0,0
1074,0,0
1075,0,0
1076,0,0
1077,0,0
1078,0,0
1079,16,16
1080,1,1
1081,8,8
1082,0,0
1083,2,2
1084,2,2
1085,0,0
1086,7,7
1087,30,30
1088,10,10
1089,14,14
1090,4,4
1091,57,57
1092,0,0
1093,0,0
1094,0,0
1095,7,7
1096,17,17
1097,30,30
1098,9,9
1099,8,8
1100,7,7
1101,0,0
1102,0,0
1103,10,10
1104,0,0
1105,6,6
1106,0,0
1107,17,17
1108,0,0
1109,17,17
1110,0,0
1111,2,2
1112,17,17
1113,0,0
1114,64,64
1115,15,15
1116,48,48
1117,0,0
1118,5,5
1119,0,0
1120,9,9
1121,3,3
1122,4,4
1123,0,0
1124,0,0
1125,0,0
1126,14,14
1127,5,5
1128,7,7
1129,0,0
1130,0,0
1131,0,0
1132,0,0
1133,0,0
1134,0,0
1135,12,12
1136,0,0
1137,0,0
1138,6,6
1139,12,12
1140,0,0
1141,10,10
1142,7,7
1143,4,4
1144,0,0
1145,7,7
1146,26,26
1147,3,3
1148,8,8
1149,3,3
1150,30,30
1151,6,6
1152,0,0
1153,0,0
1154,18,18
1155,21,21
1156,6,6
1157,0,0
1158,0,0
1159,0,0
1160,0,0
1161,0,0
1162,5,5
1163,51,51
1164,28,28
1165,57,57
1166,0,0
1167,10,10
1168,0,0
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,8,8
1175,0,0
1176,8,8
1177,5,5
1178,0,0
1179,0,0
1180,0,0
1181,10,10
1182,15,15
1183,0,0
1184,0,0
1185,8,8
1186,0,0
1187,0,0
1188,5,5
1189,0,0
1190,9,9
1191,8,8
1192,0,0
1193,0,0
1194,0,0
1195,0,0
1196,12,12
1197,27,27
1198,0,0
1199,7,7
1200,0,0
1201,0,0
1202,0,0
1203,0,0
1204,10,10
1205,2,2
1206,0,0
1207,1,1
1208,0,0
1209,0,0
1210,7,7
1211,23,23
1212,32,32
1213,0,0
1214,4,4
1215,3,3
1216,2,2
1217,13,13
1218,0,0
1219,71,71
1220,3,3
1221,14,14
1222,5,5
1223,0,0
1224,10,10
1225,19,19
1226,14,14
1227,0,0
1228,0,0
1229,0,0
1230,27,27
1231,0,0
1232,65,65
1233,4,4
1234,0,0
1235,92,92
1236,16,16
1237,0,0
1238,27,27
1239,153,153
1240,23,23
1241,10,10
1242,26,26
1243,22,22
1244,14,14
1245,0,0
1246,14,14
1247,0,0
1248,0,0
1249,13,13
1250,0,0
1251,2,2
1252,0,0
1253,27,27
1254,0,0
1255,10,10
1256,10,10
1257,25,25
1258,3,3
1259,20,20
1260,28,28
1261,25,25
1262,23,23
1263,1,1
1264,10,10
1265,5,5
1266,8,8
1267,69,69
1268,0,0
1269,23,23
1270,8,8
1271,26,26
1272,10,10
1273,7,7
1274,0,0
1275,0,0
1276,43,43
1277,0,0
1278,0,0
1279,0,0
1280,6,6
1281,14,14
1282,26,26
1283,31,31
1284,22,22
1285,0,0
1286,0,0
1287,0,0
1288,0,0
1289,2,2
1290,0,0
1291,8,8
1292,0,0
1293,22,22
1294,0,0
1295,30,30
1296,0,0
1297,13,13
1298,14,14
1299,15,15
1300,18,18
1301,0,0
1302,0,0
1303,4,4
1304,5,5
1305,0,0
1306,1,1
1307,0,0
1308,8,8
1309,3,3
1310,21,21
1311,5,5
1312,0,0
1313,3,3
1314,3,3
1315,1,1
1316,29,29
1317,12,12
1318,12,12
1319,7,7
1320,0,0
1321,0,0
1322,14,14
1323,0,0
1324,17,17
1325,15,15
1326,25,25
1327,23,23
1328,12,12
1329,4,4
1330,14,14
1331,0,0
1332,1,1
1333,4,4
1334,0,0
1335,15,15
1336,3,3
1337,8,8
1338,0,0
1339,46,46
1340,0,0
1341,0,0
1342,12,12
1343,9,9
1344,5,5
1345,0,0
1346,2,2
1347,5,5
1348,30,30
1349,0,0
1350,25,25
1351,25,25
1352,14,14
1353,0,0
1354,19,19
1355,0,0
1356,14,14
1357,15,15
1358,11,11
1359,44,44
1360,25,25
1361,30,30
1362,0,0
1363,0,0
1364,3,3
1365,6,6
1366,1,1
1367,0,0
1368,9,9
1369,0,0
1370,0,0
1371,14,14
1372,0,0
1373,12,12
1374,24,24
1375,32,32
1376,34,34
1377,7,7
1378,0,0
1379,22,22
1380,0,0
1381,2,2
1382,16,16
1383,86,86
1384,1,1
1385,8,8
1386,0,0
1387,6,6
1388,0,0
1389,0,0
1390,11,11
1391,38,38
1392,0,0
1393,4,4
1394,24,24
1395,0,0
1396,22,22
1397,29,29
1398,0,0
1399,1,1
1400,0,0
1401,0,0
1402,31,31
1403,5,5
1404,3,3
1405,41,41
1406,9,9
1407,0,0
1408,26,26
1409,25,25
1410,46,46
1411,11,11
1412,5,5
1413,31,31
1414,0,0
1415,0,0
1416,0,0
1417,9,9
1418,23,23
1419,57,57
1420,0,0
1421,0,0
1422,16,16
1423,9,9
1424,0,0
1425,0,0
1426,0,0
1427,11,11
1428,0,0
1429,131,131
1430,6,6
1431,0,0
1432,4,4
1433,19,19
1434,3,3
1435,9,9
1436,22,22
1437,20,20
1438,51,51
1439,0,0
1440,34,34
1441,13,13
1442,0,0
1443,5,5
1444,0,0
1445,1,1
1446,0,0
1447,0,0
1448,47,47
1449,0,0
1450,38,38
1451,66,66
1452,46,46
1453,13,13
1454,0,0
1455,0,0
1456,3,3
1457,0,0
1458,15,15
1459,0,0
1460,0,0
1461,0,0
1462,4,4
1463,10,10
1464,53,53
1465,5,5
1466,5,5
1467,0,0
1468,36,36
1469,10,10
1470,29,29
1471,16,16
1472,29,29
1473,25,25
1474,34,34
1475,0,0
1476,47,47
1477,9,9
1478,19,19
1479,7,7
1480,5,5
1481,0,0
1482,12,12
1483,0,0
1484,41,41
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,11,11
1490,2,2
1491,0,0
1492,8,8
1493,0,0
1494,57,57
1495,31,31
1496,71,71
1497,2,2
1498,33,33
1499,0,0
1500,29,29
1501,5,5
1502,10,10
1503,0,0
1504,11,11
1505,0,0
1506,0,0
1507,40,40
1508,0,0
1509,0,0
1510,0,0
1511,12,12
1512,9,9
1513,29,29
1514,10,10
1515,0,0
1516,5,5
1517,0,0
1518,32,32
1519,0,0
1520,0,0
1521,25,25
1522,21,21
1523,7,7
1524,30,30
1525,10,10
1526,2,2
1527,16,16
1528,16,16
1529,0,0
1530,0,0
1531,16,16
1532,0,0
1533,29,29
1534,0,0
1535,77,77
1536,1,1
1537,0,0
1538,0,0
1539,6,6
1540,5,5
1541,90,90
1542,8,8
1543,0,0
1544,12,12
1545,8,8
1546,34,34
1547,14,14
1548,0,0
1549,3,3
1550,11,11
1551,9,9
1552,0,0
1553,35,35
1554,0,0
1555,45,45
1556,28,28
1557,12,12
1558,11,11
1559,0,0
1560,0,0
1561,0,0
1562,24,24
1563,6,6
1564,8,8
1565,0,0
1566,9,9
1567,0,0
1568,0,0
1569,0,0
1570,7,7
1571,3,3
1572,0,0
1573,15,15
1574,16,16
1575,7,7
1576,6,6
1577,0,0
1578,9,9
1579,0,0
1580,5,5
1581,0,0
1582,0,0
1583,1,1
1584,0,0
1585,3,3
1586,38,38
1587,28,28
1588,25,25
1589,15,15
1590,0,0
1591,65,65
1592,0,0
1593,18,18
1594,0,0
1595,0,0
1596,10,10
1597,0,0
1598,6,6
1599,14,14
1600,0,0
1601,2,2
1602,0,0
1603,18,18
1604,0,0
1605,0,0
1606,36,36
1607,0,0
1608,1,1
1609,0,0
1610,0,0
1611,0,0
1612,51,51
1613,3,3
1614,0,0
1615,0,0
1616,73,73
1617,27,27
1618,4,4
1619,2,2
1620,0,0
1621,4,4
1622,0,0
1623,0,0
1624,0,0
1625,0,0
1626,0,0
1627,20,20
1628,1,1
1629,2,2
1630,27,27
1631,0,0
1632,6,6
1633,4,4
1634,0,0
1635,25,25
1636,0,0
1637,0,0
1638,154,154
1639,0,0
1640,0,0
1641,59,59
1642,0,0
1643,5,5
1644,0,0
1645,9,9
1646,8,8
1647,0,0
1648,0,0
1649,0,0
1650,17,17
1651,0,0
1652,0,0
1653,28,28
1654,0,0
1655,2,2
1656,0,0
1657,0,0
1658,0,0
1659,0,0
1660,0,0
1661,0,0
1662,0,0
1663,29,29
1664,7,7
1665,0,0
1666,13,13
1667,0,0
1668,0,0
1669,13,13
1670,0,0
1671,3,3
1672,0,0
1673,5,5
1674,0,0
1675,0,0
1676,0,0
1677,0,0
1678,0,0
1679,15,15
1680,2,2
1681,1,1
1682,20,20
1683,0,0
1684,0,0
1685,5,5
1686,8,8
1687,0,0
1688,0,0
1689,77,77
1690,0,0
1691,18,18
1692,0,0
1693,0,0
1694,16,16
1695,0,0
1696,13,13
1697,0,0
1698,0,0
1699,8,8
1700,0,0
1701,10,10
1702,0,0
1703,8,8
1704,0,0
1705,0,0
1706,0,0
1707,0,0
1708,21,21
1709,0,0
1710,15,15
1711,18,18
1712,0,0
1713,13,13
1714,24,24
1715,3,3
1716,0,0
1717,26,26
1718,28,28
1719,7,7
1720,1,1
1721,3,3
1722,13,13
1723,40,40
1724,35,35
1725,22,22
1726,0,0
1727,4,4
1728,0,0
1729,2,2
1730,2,2
1731,0,0
1732,0,0
1733,0,0
1734,0,0
1735,0,0
1736,37,37
1737,13,13
1738,5,5
1739,7,7
1740,33,33
1741,3,3
1742,13,13
1743,0,0
1744,8,8
1745,0,0
1746,41,41
1747,5,5
1748,0,0
1749,13,13
1750,0,0
1751,0,0
1752,0,0
1753,0,0
1754,1,1
1755,34,34
1756,13,13
1757,24,24
1758,64,64
1759,0,0
1760,7,7
1761,0,0
1762,0,0
1763,2,2
1764,6,6
1765,0,0
1766,13,13
1767,0,0
1768,0,0
1769,0,0
1770,33,33
1771,2,2
1772,0,0
1773,0,0
1774,13,13
1775,10,10
1776,0,0
1777,0,0
1778,10,10
1779,0,0
1780,0,0
1781,4,4
1782,82,82
1783,45,45
1784,16,16
1785,7,7
1786,0,0
1787,63,63
1788,23,23
1789,11,11
1790,0,0
1791,0,0
1792,19,19
1793,8,8
1794,0,0
1795,16,16
1796,0,0
1797,6,6
1798,0,0
1799,0,0
1800,0,0
1801,0,0
1802,0,0
1803,0,0
1804,0,0
1805,0,0
1806,24,24
1807,19,19
1808,1,1
1809,0,0
1810,0,0
1811,26,26
1812,10,10
1813,0,0
1814,6,6
1815,0,0
1816,0,0
1817,4,4
1818,16,16
1819,0,0
1820,0,0
1821,7,7
1822,15,15
1823,0,0
1824,0,0
1825,3,3
1826,15,15
1827,8,8
1828,5,5
1829,16,16
1830,0,0
1831,8,8
1832,45,45
1833,20,20
1834,0,0
1835,0,0
1836,0,0
1837,0,0
1838,0,0
1839,13,13
1840,0,0
1841,0,0
1842,0,0
1843,0,0
1844,22,22
1845,0,0
1846,30,30
1847,24,24
1848,16,16
1849,0,0
1850,56,56
1851,9,9
1852,12,12
1853,0,0
1854,30,30
1855,33,33
1856,10,10
1857,0,0
1858,2,2
1859,26,26
1860,5,5
1861,6,6
1862,0,0
1863,7,7
1864,0,0
1865,105,105
1866,0,0
1867,73,73
1868,0,0
1869,10,10
1870,1,1
1871,28,28
1872,33,33
1873,21,21
1874,19,19
1875,14,14
1876,20,20
1877,0,0
1878,48,48
1879,15,15
1880,33,33
1881,44,44
1882,0,0
1883,0,0
1884,18,18
1885,21,21
1886,0,0
1887,0,0
1888,28,28
1889,25,25
1890,14,14
1891,0,0
1892,0,0
1893,0,0
1894,8,8
1895,1,1
1896,4,4
1897,20,20
1898,36,36
1899,15,15
1900,0,0
1901,15,15
1902,0,0
1903,7,7
1904,7,7
1905,0,0
1906,9,9
1907,37,37
1908,0,0
1909,0,0
1910,9,9
1911,2,2
1912,21,21
1913,15,15
1914,13,13
1915,17,17
1916,15,15
1917,0,0
1918,5,5
1919,9,9
1920,58,58
1921,21,21
1922,4,4
1923,2,2
1924,55,55
1925,0,0
1926,0,0
1927,0,0
1928,47,47
1929,2,2
1930,0,0
1931,44,44
1932,50,50
1933,17,17
1934,4,4
1935,0,0
1936,0,0
1937,41,41
1938,1,1
1939,0,0
1940,9,9
1941,10,10
1942,0,0
1943,8,8
1944,13,13
1945,0,0
1946,33,33
1947,8,8
1948,6,6
1949,0,0
1950,19,19
1951,24,24
1952,0,0
1953,51,51
1954,0,0
1955,41,41
1956,0,0
1957,6,6
1958,0,0
1959,22,22
1960,6,6
1961,9,9
1962,15,15
1963,4,4
1964,19,19
1965,4,4
1966,0,0
1967,19,19
1968,0,0
1969,14,14
1970,0,0
1971,0,0
1972,35,35
1973,0,0
1974,20,20
1975,4,4
1976,0,0
1977,17,17
1978,9,9
1979,0,0
1980,22,22
1981,4,4
1982,0,0
1983,45,45
1984,0,0
1985,23,23
1986,2,2
1987,0,0
1988,0,0
1989,5,5
1990,0,0
1991,1,1
1992,0,0
1993,0,0
1994,10,10
1995,1,1
1996,7,7
1997,0,0
1998,11,11
1999,0,0
2000,19,19
2001,22,22
2002,11,11
2003,4,4
2004,81,81
2005,5,5
2006,63,63
2007,5,5
2008,5,5
2009,5,5
2010,4,4
2011,14,14
2012,15,15
2013,22,22
2014,32,32
2015,6,6
2016,2,2
2017,1,1
2018,5,5
2019,5,5
2020,5,5
2021,10,10
2022,19,19
2023,24,24
2024,5,5
2025,5,5
2026,19,19
2027,0,0
2028,4,4
2029,7,7
2030,5,5
2031,0,0
2032,4,4
2033,5,5
2034,3,3
2035,0,0
2036,16,16
2037,5,5
2038,7,7
2039,0,0
2040,42,42
2041,5,5
2042,0,0
2043,0,0
2044,4,4
2045,6,6
2046,1,1
2047,5,5
2048,23,23
2049,9,9
2050,0,0
2051,19,19
2052,5,5
2053,13,13
2054,5,5
2055,5,5
2056,0,0
2057,0,0
2058,15,15
2059,21,21
2060,19,19
2061,0,0
2062,5,5
2063,58,58
2064,5,5
2065,5,5
2066,9,9
2067,0,0
2068,12,12
2069,6,6
2070,7,7
2071,8,8
2072,9,9
2073,9,9
2074,5,5
2075,5,5
2076,0,0
2077,0,0
2078,5,5
2079,0,0
2080,3,3
2081,4,4
2082,0,0
2083,0,0
2084,4,4
2085,26,26
2086,6,6
2087,0,0
2088,4,4
2089,0,0
2090,19,19
2091,5,5
2092,11,11
2093,20,20
2094,13,13
2095,25,25
2096,8,8
2097,14,14
2098,0,0
2099,17,17
2100,18,18
2101,0,0
2102,6,6
2103,5,5
2104,0,0
2105,5,5
2106,6,6
2107,16,16
2108,38,38
2109,0,0
2110,0,0
2111,36,36
2112,2,2
2113,4,4
2114,14,14
2115,14,14
2116,0,0
2117,30,30
2118,1,1
2119,5,5
2120,1,1
2121,15,15
2122,9,9
2123,22,22
2124,0,0
2125,11,11
2126,0,0
2127,0,0
2128,52,52
2129,5,5
2130,6,6
2131,5,5
2132,4,4
2133,5,5
2134,5,5
2135,1,1
2136,30,30
2137,5,5
2138,5,5
2139,6,6
