id,category
557,0
558,9
559,6
560,3
561,8
562,9
563,1
564,9
565,1
566,2
567,2
568,1
569,6
570,4
571,5
572,5
573,0
574,9
575,5
576,6
577,9
578,3
579,8
580,8
581,8
582,6
583,2
584,8
585,6
586,5
587,5
588,4
589,4
590,0
591,9
592,2
593,7
594,1
595,1
596,4
597,1
598,3
599,5
600,8
601,6
602,5
603,4
604,1
605,7
606,1
607,4
608,5
609,7
610,5
611,1
612,5
613,9
614,2
615,0
616,4
617,3
618,8
619,1
620,1
621,8
622,6
623,7
624,7
625,3
626,7
627,1
628,4
629,3
630,4
631,0
632,8
633,7
634,0
635,5
636,9
637,9
638,5
639,8
640,7
641,5
642,4
643,8
644,7
645,5
646,6
647,6
648,9
649,3
650,7
651,1
652,3
653,1
654,5
655,7
656,4
657,7
658,8
659,0
660,0
661,3
662,5
663,1
664,7
665,9
666,6
667,7
668,3
669,3
670,6
671,9
672,5
673,5
674,5
675,0
676,7
677,3
678,7
679,8
680,8
681,8
682,3
683,8
684,3
685,0
686,7
687,0
688,3
689,4
690,4
691,2
692,6
693,3
694,9
695,8
696,0
697,4
698,7
699,7
700,4
701,1
702,2
703,8
704,2
705,6
706,8
707,1
708,6
709,1
710,8
711,7
712,0
713,6
714,4
715,2
716,1
717,2
718,8
719,5
720,8
721,2
722,8
723,4
724,8
725,6
726,8
727,0
728,9
729,1
730,4
731,6
732,2
733,9
734,9
735,2
736,9
737,1
738,8
739,2
740,3
741,5
742,8
743,9
744,2
745,1
746,5
747,3
748,5
749,2
750,9
751,5
752,6
753,3
754,2
755,3
756,4
757,0
758,9
759,6
760,0
761,2
762,7
763,5
764,6
765,2
766,7
767,1
768,4
769,3
770,5
771,0
772,0
773,5
774,7
775,5
776,4
777,1
778,9
779,7
780,0
781,5
782,2
783,9
784,1
785,6
786,3
787,3
788,6
789,8
790,5
791,6
792,5
793,5
794,7
795,9
796,4
797,6
798,3
799,7
800,3
801,6
802,1
803,1
804,6
805,5
806,3
807,6
808,6
809,9
810,0
811,7
812,4
813,4
814,3
815,8
816,5
817,5
818,7
819,9
820,2
821,2
822,6
823,5
824,3
825,1
826,3
827,9
828,4
829,8
830,5
831,1
832,2
833,3
834,4
835,6
836,3
837,2
838,2
839,5
840,4
841,2
842,6
843,8
844,2
845,4
846,5
847,5
848,4
849,5
850,4
851,2
852,0
853,6
854,4
855,2
856,8
857,8
858,4
859,0
860,2
861,4
862,0
863,8
864,4
865,1
866,5
867,5
868,3
869,2
870,0
871,6
872,8
873,3
874,1
875,6
876,1
877,7
878,5
879,0
880,5
881,0
882,3
883,2
884,6
885,0
886,4
887,8
888,6
889,6
890,7
891,8
892,0
893,9
894,8
895,8
896,4
897,1
898,9
899,4
900,4
901,6
902,5
903,9
904,8
905,6
906,2
907,5
908,8
909,3
910,1
911,9
912,4
913,8
914,7
915,4
916,9
917,8
918,8
919,4
920,0
921,6
922,9
923,4
924,6
925,0
926,6
927,8
928,3
929,3
930,2
931,8
932,5
933,5
934,0
935,1
936,1
937,3
938,3
939,9
940,9
941,5
942,1
943,8
944,2
945,8
946,8
947,7
948,7
949,9
950,5
951,7
952,0
953,0
954,2
955,1
956,9
957,1
958,5
959,0
960,6
961,4
962,1
963,0
964,6
965,6
966,6
967,2
968,6
969,1
970,7
971,6
972,1
973,1
974,3
975,6
976,4
977,6
978,1
979,3
980,8
981,1
982,4
983,0
984,9
985,3
986,1
987,8
988,1
989,9
990,4
991,2
992,7
993,1
994,5
995,0
996,9
997,5
998,4
999,5
