id,category
527,8
528,5
529,7
530,5
531,2
532,4
533,5
534,7
535,6
536,1
537,6
538,7
539,1
540,1
541,6
542,0
543,8
544,5
545,7
546,0
547,3
548,7
549,0
550,9
551,1
552,7
553,4
554,9
555,8
556,0
557,0
558,9
559,2
560,3
561,8
562,7
563,8
564,5
565,1
566,2
567,2
568,8
569,5
570,5
571,3
572,4
573,0
574,9
575,2
576,2
577,9
578,8
579,7
580,1
581,4
582,6
583,2
584,8
585,6
586,2
587,1
588,4
589,8
590,0
591,9
592,2
593,7
594,7
595,4
596,8
597,1
598,3
599,5
600,1
601,6
602,5
603,5
604,8
605,7
606,0
607,1
608,5
609,7
610,5
611,6
612,0
613,8
614,6
615,0
616,7
617,3
618,9
619,1
620,2
621,8
622,6
623,7
624,1
625,4
626,7
627,2
628,1
629,3
630,5
631,0
632,4
633,5
634,0
635,5
636,9
637,7
638,5
639,8
640,7
641,4
642,9
643,4
644,7
645,7
646,2
647,6
648,8
649,7
650,7
651,4
652,3
653,1
654,5
655,7
656,2
657,7
658,8
659,0
660,0
661,7
662,0
663,8
664,2
665,9
666,6
667,3
668,3
669,3
670,1
671,9
672,8
673,5
674,4
675,0
676,7
677,3
678,7
679,8
680,8
681,2
682,3
683,4
684,3
685,0
686,7
687,0
688,7
689,4
690,5
691,2
692,6
693,3
694,9
695,8
696,0
697,4
698,7
699,7
700,4
701,1
702,2
703,4
704,2
705,6
706,5
707,1
708,2
709,1
710,1
711,7
712,0
713,9
714,8
715,2
716,1
717,2
718,8
719,4
720,8
721,1
722,8
723,1
724,4
725,9
726,8
727,0
728,9
729,1
730,4
731,6
732,2
733,7
734,9
735,5
736,9
737,0
738,4
739,2
740,3
741,0
742,8
743,9
744,1
745,6
746,5
747,3
748,1
749,2
750,9
751,2
752,5
753,3
754,2
755,3
756,8
757,0
758,9
759,2
760,0
761,2
762,7
763,5
764,2
765,4
766,7
767,1
768,8
769,7
770,1
771,0
772,0
773,2
774,7
775,5
776,0
777,4
778,9
779,7
780,0
781,0
782,2
783,9
784,1
785,6
786,7
787,8
788,0
789,1
790,5
791,6
792,5
793,5
794,3
795,2
796,4
797,6
798,3
799,7
800,3
801,2
802,1
803,1
804,6
805,4
806,4
807,2
808,6
809,9
810,0
811,3
812,6
813,5
814,3
815,8
816,9
817,5
818,7
819,9
820,2
821,2
822,6
823,5
824,3
825,1
826,5
827,9
828,5
829,1
830,5
831,1
832,2
833,3
834,4
835,9
836,3
837,2
838,2
839,4
840,4
841,2
842,6
843,9
844,0
845,3
846,5
847,2
848,5
849,5
850,4
851,8
852,0
853,6
854,3
855,5
856,8
857,0
858,5
859,0
860,2
861,4
862,0
863,8
864,5
865,9
866,3
867,0
868,3
869,2
870,0
871,6
872,1
873,3
874,1
875,6
876,1
877,7
878,5
879,0
880,0
881,0
882,3
883,2
884,6
885,5
886,4
887,4
888,6
889,6
890,7
891,7
892,0
893,9
894,8
895,4
896,5
897,1
898,9
899,3
900,6
901,6
902,5
903,9
904,8
905,5
906,2
907,5
908,2
909,3
910,1
911,9
912,4
913,8
914,7
915,8
916,8
917,4
918,8
919,4
920,6
921,2
922,9
923,3
924,9
925,5
926,2
927,4
928,3
929,9
930,5
931,4
932,6
933,6
934,0
935,1
936,1
937,7
938,3
939,1
940,9
941,5
942,4
943,8
944,2
945,6
946,8
947,7
948,7
949,3
950,6
951,7
952,0
953,1
954,2
955,1
956,7
957,1
958,5
959,0
960,6
961,4
962,1
963,0
964,6
965,2
966,6
967,6
968,6
969,8
970,7
971,6
972,9
973,1
974,3
975,2
976,5
977,6
978,1
979,3
980,7
981,1
982,4
983,0
984,9
985,3
986,1
987,8
988,4
989,9
990,1
991,2
992,7
993,1
994,4
995,0
996,9
997,5
998,7
999,5
