id,category
584,8
585,6
586,5
587,1
588,4
589,4
590,0
591,9
592,2
593,7
594,7
595,4
596,8
597,1
598,3
599,5
600,1
601,6
602,5
603,8
604,1
605,7
606,0
607,9
608,5
609,7
610,5
611,6
612,0
613,8
614,6
615,0
616,7
617,3
618,9
619,1
620,2
621,8
622,6
623,7
624,8
625,6
626,7
627,6
628,1
629,3
630,5
631,0
632,3
633,4
634,0
635,5
636,9
637,3
638,5
639,8
640,7
641,4
642,4
643,4
644,7
645,7
646,2
647,6
648,4
649,7
650,7
651,4
652,3
653,1
654,5
655,7
656,4
657,7
658,8
659,0
660,0
661,7
662,0
663,9
664,4
665,9
666,6
667,3
668,3
669,3
670,1
671,9
672,4
673,5
674,6
675,0
676,7
677,3
678,7
679,8
680,8
681,2
682,3
683,8
684,3
685,5
686,7
687,0
688,4
689,4
690,5
691,2
692,4
693,3
694,9
695,8
696,0
697,5
698,7
699,7
700,5
701,9
702,2
703,8
704,2
705,6
706,4
707,1
708,2
709,8
710,8
711,7
712,0
713,9
714,8
715,2
716,1
717,2
718,8
719,5
720,8
721,1
722,8
723,1
724,8
725,8
726,8
727,0
728,9
729,1
730,4
731,5
732,2
733,3
734,9
735,2
736,9
737,0
738,4
739,2
740,3
741,0
742,8
743,9
744,8
745,4
746,5
747,3
748,8
749,2
750,9
751,6
752,8
753,3
754,2
755,3
756,4
757,0
758,9
759,2
760,0
761,2
762,7
763,6
764,2
765,4
766,3
767,1
768,8
769,3
770,1
771,0
772,0
773,5
774,7
775,5
776,0
777,8
778,9
779,7
780,0
781,0
782,2
783,9
784,1
785,6
786,7
787,8
788,6
789,8
790,0
791,6
792,4
793,5
794,3
795,2
796,4
797,2
798,3
799,7
800,3
801,2
802,1
803,1
804,6
805,5
806,4
807,6
808,6
809,9
810,0
811,3
812,7
813,5
814,3
815,8
816,9
817,5
818,7
819,9
820,2
821,2
822,6
823,8
824,3
825,1
826,6
827,9
828,5
829,9
830,5
831,1
832,2
833,3
834,8
835,9
836,3
837,2
838,2
839,4
840,4
841,2
842,6
843,9
844,0
845,3
846,5
847,2
848,5
849,5
850,4
851,8
852,0
853,6
854,7
855,2
856,8
857,0
858,4
859,0
860,2
861,8
862,6
863,8
864,5
865,7
866,3
867,0
868,3
869,2
870,0
871,6
872,1
873,3
874,1
875,6
876,1
877,7
878,5
879,0
880,4
881,0
882,3
883,2
884,6
885,5
886,8
887,8
888,6
889,6
890,7
891,7
892,0
893,9
894,8
895,8
896,5
897,1
898,9
899,4
900,4
901,6
902,6
903,9
904,8
905,4
906,2
907,5
908,2
909,3
910,1
911,9
912,5
913,8
914,7
915,4
916,8
917,4
918,8
919,4
920,6
921,4
922,9
923,3
924,9
925,4
926,6
927,8
928,3
929,1
930,4
931,8
932,4
933,5
934,0
935,1
936,1
937,7
938,3
939,1
940,9
941,5
942,4
943,8
944,2
945,6
946,8
947,7
948,7
949,7
950,2
951,7
952,0
953,1
954,2
955,1
956,4
957,1
958,5
959,0
960,9
961,4
962,1
963,0
964,6
965,2
966,6
967,2
968,6
969,8
970,7
971,6
972,1
973,9
974,3
975,0
976,4
977,6
978,1
979,7
980,7
981,1
982,4
983,0
984,9
985,3
986,2
987,8
988,4
989,9
990,4
991,2
992,7
993,1
994,5
995,0
996,9
997,5
998,7
999,5
